user_id,item_id,age_bucket,category,clicked
407,244,18-24,tech,0
491,142,18-24,tech,0
65,93,25-34,news,0
217,246,35-44,movies,0
325,170,18-24,sports,0
281,254,35-44,movies,0
420,117,25-34,tech,0
215,269,35-44,sports,0
120,185,18-24,sports,0
8,185,35-44,movies,0
471,56,18-24,news,0
434,71,25-34,movies,0
436,282,25-34,sports,0
114,28,35-44,sports,0
356,73,25-34,tech,0
217,190,18-24,tech,0
37,244,35-44,sports,0
187,72,18-24,sports,0
291,213,18-24,sports,0
71,270,35-44,news,0
369,172,25-34,tech,0
79,30,35-44,tech,0
88,257,18-24,tech,0
216,232,35-44,news,0
256,156,35-44,sports,0
80,139,18-24,movies,0
64,108,25-34,tech,0
94,286,35-44,tech,0
239,244,25-34,movies,0
84,27,25-34,movies,0
55,53,18-24,news,0
433,171,18-24,sports,0
277,54,18-24,sports,0
387,158,18-24,sports,0
16,123,25-34,tech,0
289,22,35-44,movies,0
161,47,25-34,tech,0
384,144,25-34,sports,0
200,182,18-24,tech,0
459,257,18-24,sports,0
407,195,25-34,tech,0
77,237,18-24,tech,0
118,110,35-44,sports,0
82,256,35-44,news,0
67,173,25-34,news,0
481,220,18-24,movies,0
312,38,18-24,movies,0
7,73,25-34,tech,0
232,160,18-24,news,0
143,295,25-34,news,0
91,235,25-34,movies,0
390,226,35-44,sports,0
497,291,25-34,tech,0
146,205,25-34,sports,0
262,160,25-34,tech,0
259,230,25-34,tech,0
329,29,35-44,sports,0
287,4,18-24,tech,0
81,291,25-34,tech,0
447,236,35-44,tech,0
239,273,25-34,tech,0
374,55,25-34,movies,0
168,33,25-34,news,0
248,108,35-44,movies,0
232,19,35-44,sports,0
74,109,25-34,tech,0
396,194,18-24,news,0
242,109,18-24,sports,0
487,216,25-34,news,0
42,72,18-24,news,0
152,231,25-34,sports,0
132,94,18-24,tech,0
219,175,25-34,sports,0
482,214,25-34,movies,0
401,82,35-44,movies,0
354,292,25-34,tech,0
457,101,18-24,sports,0
421,162,18-24,sports,0
478,75,25-34,news,0
496,208,25-34,tech,0
482,64,35-44,movies,0
296,49,18-24,sports,0
96,215,35-44,sports,0
110,178,18-24,sports,0
295,7,25-34,news,1
459,157,35-44,tech,0
332,233,25-34,movies,0
424,277,25-34,news,0
90,234,25-34,news,0
304,83,35-44,movies,0
432,223,35-44,news,0
480,50,18-24,tech,0
8,210,18-24,movies,0
319,278,18-24,movies,0
412,16,35-44,news,0
108,114,25-34,movies,0
438,240,18-24,news,0
467,237,25-34,movies,1
191,114,35-44,news,0
337,135,25-34,movies,0
2,212,18-24,tech,1
404,191,35-44,news,0
491,292,25-34,sports,0
200,98,35-44,movies,0
410,295,25-34,sports,0
199,88,25-34,news,0
223,118,18-24,sports,0
323,295,25-34,news,0
81,165,18-24,tech,0
223,5,35-44,sports,0
362,278,18-24,movies,0
375,66,25-34,news,0
334,113,25-34,sports,0
125,193,25-34,tech,0
478,73,35-44,tech,0
296,52,18-24,movies,0
62,54,18-24,news,0
92,47,18-24,movies,0
467,106,25-34,tech,0
11,211,18-24,movies,0
39,107,35-44,movies,0
160,230,18-24,sports,0
462,91,35-44,tech,0
175,177,25-34,tech,0
379,130,18-24,sports,0
274,11,35-44,sports,0
186,58,18-24,tech,0
112,42,35-44,sports,0
246,102,18-24,news,0
333,150,25-34,movies,0
484,204,18-24,news,0
351,143,25-34,tech,0
392,159,18-24,sports,0
249,221,25-34,movies,0
139,163,35-44,tech,0
219,102,35-44,news,0
323,32,25-34,sports,0
490,261,25-34,movies,0
423,271,25-34,movies,1
92,165,25-34,sports,0
37,110,35-44,news,0
399,160,18-24,tech,0
5,168,18-24,movies,0
164,119,35-44,tech,0
308,108,35-44,sports,0
142,38,35-44,movies,0
222,162,25-34,sports,0
410,252,25-34,tech,0
215,61,18-24,movies,0
167,196,18-24,tech,0
329,294,18-24,movies,0
430,206,18-24,tech,0
8,35,25-34,tech,0
212,154,25-34,news,0
204,40,35-44,news,0
24,201,25-34,movies,0
328,62,25-34,tech,1
24,5,18-24,tech,0
441,223,18-24,sports,0
370,188,35-44,tech,0
444,26,25-34,tech,0
484,155,18-24,news,0
313,194,25-34,sports,0
298,235,18-24,sports,0
75,299,25-34,movies,0
267,270,18-24,movies,0
499,143,25-34,movies,0
135,151,35-44,tech,0
427,124,35-44,sports,0
38,253,18-24,sports,1
110,239,25-34,sports,0
174,106,35-44,news,0
159,232,35-44,sports,0
54,66,18-24,news,0
231,262,18-24,movies,0
142,216,18-24,news,0
295,52,18-24,movies,0
381,56,18-24,tech,0
95,136,18-24,movies,0
231,180,25-34,tech,0
43,181,25-34,sports,0
257,220,35-44,news,0
139,189,18-24,tech,0
374,216,18-24,news,0
90,141,35-44,movies,0
55,25,35-44,sports,0
112,58,18-24,tech,0
122,33,35-44,tech,0
451,207,25-34,movies,0
375,137,25-34,sports,0
104,177,35-44,news,0
147,1,18-24,sports,0
358,244,35-44,news,0
352,122,18-24,news,0
85,95,25-34,movies,0
6,242,25-34,news,1
498,135,18-24,sports,0
436,4,35-44,news,0
298,0,25-34,sports,0
23,8,35-44,news,0
268,257,18-24,sports,0
51,155,35-44,news,0
376,179,35-44,news,0
129,186,25-34,tech,0
154,170,35-44,movies,0
351,265,35-44,tech,0
210,112,35-44,sports,0
15,125,35-44,movies,0
381,45,18-24,movies,0
494,140,35-44,movies,0
448,269,18-24,news,0
178,169,25-34,movies,0
141,158,18-24,tech,0
359,175,35-44,tech,0
232,290,25-34,news,0
4,255,35-44,sports,0
76,267,25-34,sports,0
147,33,25-34,tech,0
111,144,35-44,tech,0
156,2,25-34,news,0
0,25,25-34,sports,0
145,257,35-44,sports,0
365,138,18-24,sports,0
470,41,25-34,sports,0
477,181,18-24,movies,0
495,50,25-34,news,0
88,288,25-34,news,0
71,102,25-34,sports,0
102,154,25-34,tech,0
474,236,35-44,sports,0
448,223,18-24,sports,0
355,160,35-44,news,0
218,238,25-34,movies,0
467,286,18-24,movies,0
71,154,18-24,news,0
278,289,25-34,tech,0
201,64,25-34,tech,0
390,265,25-34,tech,0
138,54,25-34,tech,0
289,246,35-44,news,0
62,299,35-44,tech,0
264,73,35-44,movies,0
458,79,25-34,news,0
479,3,25-34,sports,0
0,78,35-44,tech,0
126,104,18-24,movies,0
258,227,25-34,tech,0
153,207,25-34,sports,0
430,279,25-34,movies,0
315,63,25-34,sports,0
94,72,35-44,sports,0
379,279,18-24,movies,0
148,51,35-44,movies,0
140,200,25-34,tech,0
416,217,18-24,tech,0
61,288,25-34,tech,0
17,227,18-24,news,0
239,234,25-34,tech,0
183,256,35-44,sports,0
361,268,25-34,tech,0
77,180,35-44,news,0
439,71,25-34,news,0
34,247,25-34,movies,0
92,294,35-44,news,0
165,297,25-34,movies,0
15,81,18-24,tech,0
255,243,25-34,sports,0
413,121,18-24,sports,0
196,215,18-24,tech,0
58,19,35-44,tech,0
191,15,18-24,news,0
230,193,18-24,sports,0
251,224,35-44,news,0
379,82,25-34,sports,0
12,49,18-24,tech,0
457,2,25-34,movies,0
442,36,25-34,sports,0
490,270,25-34,sports,0
292,242,35-44,news,0
460,286,18-24,tech,0
320,192,18-24,tech,0
264,152,18-24,tech,0
26,276,25-34,tech,0
481,148,25-34,movies,0
34,80,25-34,tech,0
123,265,35-44,news,0
29,279,35-44,tech,0
479,134,35-44,tech,1
215,133,18-24,news,0
30,71,18-24,news,0
339,31,18-24,movies,0
485,288,35-44,tech,0
36,213,35-44,tech,0
245,66,25-34,tech,0
254,259,18-24,news,0
155,116,18-24,tech,1
400,100,35-44,movies,0
377,9,35-44,movies,0
392,193,35-44,sports,0
218,281,18-24,tech,0
459,188,25-34,sports,0
470,29,18-24,sports,0
5,116,25-34,tech,0
7,127,18-24,tech,0
224,92,25-34,tech,0
308,125,25-34,sports,0
245,62,35-44,tech,0
480,278,18-24,movies,0
416,182,18-24,movies,0
482,187,35-44,news,0
125,269,25-34,news,0
257,53,18-24,news,0
361,248,25-34,tech,0
70,266,18-24,news,0
107,62,25-34,sports,0
120,225,35-44,movies,0
10,255,18-24,news,0
196,153,18-24,tech,0
312,196,25-34,tech,0
196,227,18-24,sports,0
94,220,35-44,tech,0
16,277,25-34,tech,0
386,172,25-34,sports,0
174,222,25-34,tech,0
283,198,35-44,news,0
480,273,25-34,movies,0
290,265,25-34,sports,0
239,121,18-24,tech,0
349,140,18-24,sports,0
151,172,35-44,movies,0
140,185,25-34,news,0
414,6,18-24,news,0
164,135,18-24,movies,0
225,4,25-34,tech,0
245,284,18-24,movies,0
480,40,25-34,news,0
225,92,25-34,news,0
253,65,18-24,sports,0
316,25,18-24,tech,0
94,259,25-34,news,0
367,116,18-24,news,0
8,180,35-44,tech,0
179,55,18-24,movies,0
39,121,18-24,news,0
424,212,18-24,movies,0
73,12,25-34,news,0
208,191,25-34,news,0
82,188,18-24,news,0
466,13,18-24,sports,0
261,260,35-44,news,0
193,298,18-24,sports,0
332,40,18-24,sports,0
294,280,35-44,movies,0
62,270,18-24,movies,0
266,225,25-34,news,0
294,150,18-24,news,0
393,185,18-24,movies,0
497,59,35-44,sports,0
490,209,25-34,tech,0
258,39,25-34,movies,0
229,214,18-24,sports,0
125,208,35-44,sports,0
407,146,25-34,news,0
209,215,35-44,sports,0
323,101,18-24,movies,1
61,214,25-34,movies,0
64,17,25-34,tech,0
37,67,35-44,movies,0
181,65,25-34,sports,0
60,172,25-34,tech,0
23,37,35-44,news,0
466,209,35-44,movies,0
223,148,25-34,sports,0
370,260,18-24,sports,0
303,189,35-44,movies,0
224,90,35-44,news,0
49,118,25-34,movies,0
288,265,35-44,movies,0
196,163,18-24,sports,0
483,107,25-34,news,0
315,160,18-24,news,0
60,147,25-34,movies,0
453,86,25-34,news,0
385,54,18-24,news,0
105,282,35-44,sports,0
462,20,35-44,sports,1
426,13,25-34,sports,0
485,292,25-34,movies,0
425,232,25-34,tech,0
470,61,25-34,movies,0
44,70,25-34,tech,0
411,40,35-44,sports,0
167,80,35-44,news,0
322,262,35-44,tech,0
161,19,25-34,tech,0
406,266,25-34,sports,0
338,18,35-44,tech,0
300,192,18-24,sports,0
77,248,18-24,movies,0
101,45,35-44,sports,1
34,251,35-44,sports,0
19,214,35-44,news,0
323,298,18-24,news,0
336,92,25-34,sports,0
342,248,25-34,movies,0
278,246,25-34,tech,0
493,147,25-34,movies,0
339,217,18-24,sports,0
163,58,25-34,movies,0
396,247,25-34,movies,0
14,148,25-34,sports,0
400,209,18-24,news,0
162,210,25-34,movies,0
133,27,25-34,movies,0
173,23,25-34,movies,0
293,85,35-44,sports,0
56,168,18-24,tech,0
10,194,18-24,news,0
392,283,18-24,tech,0
185,274,18-24,sports,0
202,117,25-34,sports,0
169,211,18-24,sports,0
18,10,35-44,tech,0
405,248,18-24,sports,0
12,117,35-44,sports,0
383,63,25-34,movies,0
379,138,18-24,tech,0
369,212,18-24,tech,0
277,77,18-24,movies,0
310,159,25-34,movies,0
11,154,25-34,movies,0
135,295,25-34,movies,0
47,113,25-34,news,0
464,273,35-44,sports,0
254,201,25-34,tech,0
295,12,25-34,sports,0
244,288,18-24,news,0
414,42,18-24,sports,0
482,250,35-44,sports,0
206,242,35-44,sports,0
252,129,25-34,news,0
427,77,18-24,news,0
306,208,18-24,news,0
386,287,25-34,movies,0
333,120,25-34,movies,0
263,284,35-44,tech,0
217,39,25-34,sports,0
82,266,35-44,tech,0
224,58,18-24,movies,0
320,268,25-34,sports,0
280,214,25-34,tech,0
222,150,35-44,news,0
314,190,35-44,sports,0
267,104,35-44,news,0
128,241,25-34,sports,0
474,69,18-24,movies,1
213,91,18-24,movies,0
2,159,35-44,sports,0
48,275,25-34,news,0
319,239,35-44,sports,0
325,286,18-24,news,0
475,98,25-34,news,0
444,218,35-44,news,0
392,206,25-34,sports,0
78,52,35-44,sports,0
134,288,18-24,sports,0
300,196,25-34,news,0
377,242,18-24,sports,1
118,110,18-24,sports,0
243,0,25-34,tech,0
26,70,35-44,movies,0
241,167,25-34,tech,0
201,193,25-34,movies,0
429,267,25-34,tech,0
431,109,18-24,news,0
430,223,35-44,movies,0
403,128,35-44,tech,0
222,178,18-24,tech,0
437,238,35-44,news,0
109,286,18-24,movies,0
477,5,18-24,movies,0
99,2,35-44,news,0
466,188,25-34,tech,0
17,140,35-44,movies,0
356,129,25-34,tech,0
421,15,35-44,movies,0
323,232,25-34,sports,0
447,279,18-24,tech,0
313,78,35-44,sports,0
67,42,25-34,tech,0
326,31,25-34,tech,0
142,99,35-44,tech,0
344,162,35-44,sports,0
300,187,35-44,tech,0
206,213,35-44,tech,0
422,256,18-24,news,0
227,22,25-34,sports,0
209,88,35-44,tech,0
287,179,18-24,news,0
428,44,35-44,movies,0
470,46,18-24,tech,0
302,10,18-24,tech,0
191,235,18-24,sports,0
348,97,35-44,sports,0
194,146,18-24,news,0
161,211,18-24,sports,0
102,90,25-34,news,0
135,47,25-34,news,0
178,267,25-34,sports,0
427,299,25-34,sports,0
107,222,25-34,news,0
358,257,35-44,news,0
395,107,25-34,sports,0
16,59,35-44,sports,0
239,165,25-34,movies,0
461,17,25-34,tech,0
445,4,18-24,movies,0
172,51,18-24,news,0
239,279,18-24,tech,0
315,233,35-44,movies,0
242,124,25-34,news,0
247,205,25-34,tech,0
449,119,35-44,tech,0
396,137,35-44,movies,0
83,262,18-24,news,0
494,268,18-24,sports,0
170,27,18-24,news,0
72,177,25-34,movies,0
0,75,18-24,sports,0
41,94,18-24,sports,0
370,125,18-24,news,1
81,176,18-24,movies,0
201,108,25-34,movies,0
361,124,18-24,movies,0
390,68,25-34,news,0
419,217,35-44,movies,0
177,250,35-44,tech,0
311,91,18-24,news,0
256,0,35-44,movies,0
330,117,18-24,movies,0
108,154,25-34,tech,0
334,92,25-34,sports,0
198,246,18-24,news,0
215,91,18-24,movies,0
427,54,25-34,tech,0
375,51,35-44,movies,0
6,82,25-34,sports,0
196,232,18-24,movies,0
343,205,25-34,tech,0
132,59,35-44,movies,0
399,242,35-44,news,0
497,186,18-24,sports,0
272,196,35-44,tech,0
172,132,18-24,movies,0
237,144,18-24,tech,0
235,187,18-24,news,0
172,151,18-24,news,0
182,213,18-24,movies,0
325,18,35-44,tech,0
18,272,35-44,movies,0
43,273,18-24,sports,0
324,252,25-34,news,0
234,124,35-44,movies,0
167,190,18-24,sports,0
370,51,25-34,tech,0
326,154,25-34,movies,1
486,131,35-44,tech,0
221,59,18-24,news,0
315,263,35-44,sports,0
25,191,35-44,movies,0
478,223,25-34,sports,0
343,23,35-44,movies,0
347,145,25-34,tech,0
9,212,35-44,sports,0
236,162,18-24,sports,0
363,166,18-24,tech,0
372,235,35-44,movies,0
168,277,25-34,movies,0
6,175,25-34,news,0
227,77,25-34,movies,0
357,87,35-44,movies,0
16,292,18-24,movies,0
176,42,18-24,news,0
384,161,25-34,movies,1
319,299,18-24,news,0
212,11,25-34,movies,0
192,275,18-24,movies,0
435,63,18-24,movies,0
56,292,25-34,sports,0
392,205,35-44,movies,0
111,214,35-44,news,0
185,54,35-44,news,0
272,200,18-24,movies,0
237,146,25-34,sports,0
90,204,25-34,tech,0
171,237,35-44,sports,0
50,196,35-44,movies,0
210,96,35-44,tech,0
70,257,18-24,movies,0
166,127,18-24,movies,0
487,189,18-24,movies,0
442,98,18-24,movies,0
447,122,18-24,movies,0
471,102,25-34,sports,0
457,15,18-24,movies,0
350,227,18-24,sports,0
256,56,35-44,news,0
465,81,18-24,movies,0
35,3,35-44,tech,0
208,266,25-34,movies,0
213,133,35-44,tech,0
310,273,35-44,tech,0
423,30,25-34,movies,0
371,20,25-34,movies,0
261,225,25-34,tech,0
433,134,35-44,tech,0
187,211,35-44,news,0
124,247,18-24,news,0
328,37,25-34,movies,0
387,133,25-34,news,0
169,230,35-44,news,0
304,18,18-24,sports,0
13,113,25-34,news,0
157,81,35-44,news,0
225,150,18-24,sports,0
149,196,25-34,sports,1
108,298,25-34,sports,0
132,186,35-44,movies,0
460,87,25-34,sports,0
256,160,35-44,news,0
474,248,35-44,sports,0
246,89,25-34,movies,1
484,33,25-34,sports,0
114,76,25-34,tech,0
182,255,25-34,tech,0
433,268,18-24,sports,0
16,204,35-44,tech,0
259,34,25-34,tech,0
28,228,35-44,sports,0
408,93,35-44,sports,0
367,233,18-24,tech,0
136,282,25-34,tech,0
375,32,18-24,news,0
116,124,35-44,movies,0
274,26,25-34,tech,0
59,226,18-24,movies,0
277,110,35-44,movies,0
4,297,25-34,tech,0
226,99,35-44,movies,0
128,208,35-44,news,0
90,168,35-44,movies,0
487,153,25-34,sports,0
347,287,35-44,news,0
57,93,25-34,tech,0
498,260,25-34,movies,0
33,221,35-44,news,0
441,226,25-34,sports,0
55,118,18-24,news,0
163,271,25-34,tech,0
474,107,35-44,sports,0
98,202,18-24,sports,0
80,166,35-44,movies,0
403,213,35-44,news,0
134,241,25-34,news,0
170,181,35-44,news,0
217,288,25-34,movies,1
481,206,18-24,movies,0
412,71,25-34,news,1
360,103,18-24,news,0
191,12,25-34,movies,0
166,285,35-44,sports,0
316,257,25-34,news,0
124,82,25-34,movies,0
303,240,18-24,movies,0
465,249,18-24,news,0
300,192,18-24,tech,0
175,141,35-44,news,0
145,56,25-34,sports,0
37,166,35-44,movies,0
447,77,35-44,news,0
287,45,25-34,sports,0
279,133,35-44,news,0
71,34,35-44,news,0
184,228,35-44,sports,0
239,116,25-34,news,0
346,132,25-34,tech,0
328,210,25-34,movies,0
408,24,35-44,tech,0
262,191,18-24,movies,0
491,258,25-34,movies,0
170,34,35-44,tech,0
498,285,18-24,sports,0
433,44,35-44,movies,0
97,37,35-44,movies,0
238,231,35-44,sports,0
37,93,35-44,news,0
399,221,18-24,movies,0
3,199,18-24,tech,0
218,77,25-34,sports,0
393,167,35-44,movies,0
102,294,25-34,sports,0
75,105,25-34,sports,0
273,20,18-24,news,0
167,161,18-24,sports,0
83,217,25-34,sports,0
111,181,18-24,sports,0
483,225,18-24,movies,0
444,106,25-34,tech,0
204,101,18-24,movies,0
63,47,18-24,tech,0
107,61,25-34,news,0
162,212,18-24,sports,0
409,259,25-34,movies,0
57,233,18-24,tech,0
215,204,18-24,news,0
158,33,25-34,news,0
359,43,35-44,movies,0
8,140,35-44,news,0
433,127,18-24,tech,0
79,71,35-44,movies,0
31,107,35-44,news,0
212,80,25-34,sports,0
265,77,35-44,sports,0
473,56,18-24,tech,0
156,206,35-44,news,0
135,164,18-24,tech,0
455,240,18-24,sports,0
23,276,25-34,sports,0
7,178,18-24,tech,0
33,57,25-34,movies,0
438,274,25-34,sports,0
414,0,25-34,movies,0
462,131,18-24,news,0
187,49,25-34,movies,0
436,292,18-24,sports,0
66,73,18-24,tech,0
367,206,25-34,tech,0
128,94,35-44,news,0
498,236,35-44,news,0
67,167,25-34,news,0
296,17,35-44,movies,0
406,101,18-24,tech,0
17,121,18-24,movies,0
292,246,25-34,news,0
445,295,25-34,movies,0
232,134,35-44,movies,0
143,263,25-34,news,0
95,130,25-34,movies,0
233,49,35-44,news,0
134,32,25-34,movies,0
493,278,18-24,tech,0
234,56,18-24,news,0
177,157,25-34,movies,0
481,42,35-44,sports,0
481,261,18-24,sports,0
113,8,18-24,news,0
399,77,35-44,tech,0
185,276,18-24,sports,0
51,84,35-44,sports,0
384,77,35-44,movies,0
142,25,25-34,news,0
267,215,25-34,movies,0
369,153,18-24,tech,0
284,159,18-24,tech,0
210,71,18-24,movies,0
391,124,25-34,sports,0
200,99,18-24,news,0
493,141,18-24,movies,0
378,299,35-44,sports,0
72,141,25-34,tech,0
266,159,35-44,tech,0
306,241,18-24,movies,0
63,277,35-44,movies,0
450,174,25-34,tech,0
456,130,18-24,movies,0
86,249,25-34,sports,0
45,185,18-24,movies,0
493,221,25-34,tech,0
442,143,35-44,news,0
327,260,25-34,movies,0
128,182,18-24,tech,0
412,248,18-24,movies,0
222,136,18-24,movies,0
428,289,25-34,movies,0
55,50,35-44,tech,0
391,122,25-34,movies,0
367,20,25-34,movies,0
293,267,18-24,movies,0
321,221,35-44,tech,0
92,12,35-44,news,0
471,211,18-24,movies,0
129,183,35-44,news,0
494,127,25-34,movies,0
166,234,35-44,news,0
82,107,35-44,news,0
385,178,18-24,movies,0
170,180,35-44,sports,0
156,51,35-44,tech,0
160,254,35-44,sports,0
103,135,35-44,movies,0
412,224,25-34,sports,0
165,8,18-24,sports,0
465,259,35-44,news,0
275,91,25-34,tech,0
46,207,25-34,sports,0
272,181,25-34,sports,0
53,150,35-44,tech,0
115,226,18-24,sports,0
341,140,18-24,movies,0
355,112,18-24,sports,0
415,110,18-24,tech,0
493,10,35-44,movies,0
212,284,35-44,sports,0
434,265,35-44,movies,0
454,198,35-44,news,0
186,134,25-34,news,0
473,120,25-34,news,0
354,68,25-34,sports,0
296,65,18-24,movies,0
53,116,35-44,news,0
330,283,18-24,movies,0
428,27,25-34,movies,0
223,33,18-24,tech,0
286,29,25-34,movies,0
75,32,35-44,news,0
368,141,35-44,news,0
372,14,35-44,movies,0
391,68,25-34,sports,0
158,275,35-44,news,0
291,260,25-34,sports,0
348,161,18-24,tech,0
183,61,18-24,tech,0
373,82,35-44,sports,0
307,91,18-24,tech,0
253,61,25-34,tech,0
206,293,35-44,movies,0
195,242,18-24,news,0
159,181,18-24,movies,0
255,46,18-24,news,0
116,179,35-44,tech,0
384,48,35-44,news,0
310,31,35-44,tech,0
48,86,18-24,tech,1
196,156,18-24,news,0
489,88,18-24,movies,0
111,176,18-24,sports,0
293,90,25-34,sports,0
416,227,18-24,tech,0
454,61,25-34,news,0
349,92,35-44,sports,0
254,98,35-44,sports,0
471,172,25-34,movies,0
483,59,35-44,tech,0
187,72,18-24,movies,0
206,21,25-34,tech,0
471,245,35-44,tech,0
46,164,35-44,movies,0
329,102,25-34,news,0
390,101,25-34,movies,0
193,42,25-34,tech,0
164,287,25-34,movies,0
402,147,35-44,tech,0
21,96,18-24,news,0
382,292,35-44,sports,0
378,24,35-44,tech,0
155,197,18-24,news,0
26,222,35-44,sports,0
348,22,18-24,tech,0
95,113,35-44,news,0
104,253,18-24,tech,0
195,105,35-44,tech,0
2,123,35-44,news,0
199,116,25-34,movies,0
72,126,35-44,news,0
216,292,35-44,news,0
449,139,25-34,tech,0
211,193,25-34,sports,0
249,129,35-44,tech,0
202,21,35-44,movies,0
353,114,18-24,tech,0
461,250,18-24,sports,0
85,131,35-44,movies,0
146,145,35-44,news,0
61,202,18-24,tech,0
254,102,18-24,tech,0
55,57,18-24,tech,0
94,42,35-44,tech,0
315,189,25-34,sports,0
393,21,35-44,sports,0
371,162,18-24,tech,0
174,128,18-24,news,0
461,28,25-34,movies,0
149,258,18-24,sports,0
99,171,35-44,movies,0
225,35,18-24,news,0
73,280,25-34,tech,0
33,209,35-44,tech,0
86,164,25-34,tech,0
53,119,18-24,movies,1
29,198,35-44,tech,0
390,18,35-44,tech,1
421,243,35-44,movies,0
315,198,25-34,sports,0
313,128,25-34,movies,0
460,78,25-34,news,0
146,89,25-34,news,0
188,10,25-34,news,0
235,210,35-44,sports,0
64,180,18-24,movies,0
213,235,35-44,movies,0
198,237,25-34,news,0
204,68,35-44,sports,0
364,97,35-44,sports,0
373,186,25-34,movies,0
157,109,25-34,sports,0
277,231,25-34,movies,0
111,172,35-44,sports,0
479,264,25-34,sports,0
12,105,25-34,sports,0
381,288,18-24,movies,0
410,101,18-24,movies,0
125,66,25-34,news,0
390,271,35-44,tech,0
402,33,18-24,tech,1
441,27,25-34,tech,0
461,182,18-24,sports,0
157,33,25-34,news,0
424,228,25-34,news,0
148,155,18-24,sports,0
77,83,25-34,tech,0
316,209,18-24,movies,0
143,127,18-24,sports,0
49,20,18-24,movies,0
244,87,18-24,news,0
299,292,18-24,movies,0
496,251,35-44,news,0
43,189,18-24,sports,0
153,201,18-24,tech,0
404,100,35-44,news,0
405,42,25-34,movies,1
456,213,18-24,news,0
98,262,25-34,tech,0
463,85,18-24,sports,0
134,229,25-34,news,0
383,234,35-44,tech,0
16,66,35-44,tech,0
9,154,25-34,sports,0
194,198,18-24,news,0
171,187,35-44,movies,0
175,67,25-34,news,0
250,144,25-34,tech,0
470,43,35-44,news,0
458,58,18-24,sports,0
54,124,18-24,sports,0
78,292,18-24,tech,0
4,6,35-44,news,0
316,36,18-24,movies,0
169,54,35-44,tech,0
71,102,35-44,tech,0
367,46,18-24,movies,0
119,107,18-24,tech,0
320,271,18-24,movies,0
362,253,35-44,sports,0
374,31,25-34,sports,0
40,90,18-24,news,0
277,294,18-24,tech,0
38,96,18-24,news,0
116,83,25-34,news,0
259,146,18-24,movies,0
176,123,35-44,tech,0
495,128,25-34,sports,0
32,252,25-34,tech,0
418,220,18-24,movies,1
381,45,25-34,news,0
310,33,35-44,news,0
163,230,25-34,movies,0
153,250,25-34,sports,0
87,21,35-44,news,0
450,236,25-34,movies,0
460,237,25-34,sports,0
384,197,25-34,tech,0
403,162,25-34,sports,0
7,222,35-44,sports,0
484,94,18-24,tech,1
241,76,25-34,news,0
254,200,18-24,news,0
437,281,25-34,sports,0
310,255,25-34,movies,0
81,249,35-44,tech,0
54,34,25-34,movies,0
72,120,35-44,movies,0
213,251,18-24,news,0
173,159,35-44,movies,0
306,66,35-44,news,0
191,65,25-34,movies,0
228,189,25-34,sports,0
167,119,25-34,movies,0
284,174,35-44,news,0
461,65,25-34,sports,0
312,121,18-24,movies,0
455,9,25-34,tech,0
75,164,18-24,movies,0
461,136,18-24,movies,0
98,141,35-44,sports,0
398,30,25-34,sports,0
1,167,25-34,movies,0
401,139,25-34,movies,0
309,274,18-24,sports,0
305,61,25-34,tech,0
99,268,35-44,news,0
192,216,35-44,tech,0
104,73,25-34,tech,1
329,215,18-24,news,0
465,75,25-34,movies,0
304,227,25-34,tech,0
233,141,18-24,movies,0
300,65,25-34,tech,0
444,167,35-44,movies,0
161,192,35-44,tech,0
330,165,25-34,sports,0
428,17,35-44,news,0
387,291,18-24,tech,0
365,67,25-34,tech,0
71,77,18-24,sports,0
120,47,25-34,news,0
211,175,18-24,movies,0
31,268,25-34,movies,0
280,45,18-24,movies,0
390,133,18-24,sports,0
349,285,18-24,tech,0
357,115,25-34,tech,1
388,119,18-24,sports,0
165,198,35-44,movies,1
391,148,25-34,tech,0
356,212,35-44,tech,0
301,18,18-24,sports,0
3,178,35-44,tech,0
188,260,18-24,movies,0
274,3,35-44,news,0
191,261,25-34,sports,0
386,131,25-34,sports,0
133,201,18-24,news,0
228,262,25-34,sports,0
21,198,18-24,sports,0
291,152,35-44,sports,0
418,155,25-34,movies,0
320,117,35-44,news,0
12,158,18-24,sports,0
440,170,18-24,movies,0
198,167,25-34,movies,0
84,251,25-34,news,0
341,127,18-24,tech,0
436,15,35-44,tech,0
484,140,18-24,news,0
373,290,18-24,tech,0
110,97,25-34,news,0
213,11,25-34,tech,0
154,72,25-34,movies,0
454,104,18-24,tech,0
477,243,18-24,tech,0
371,120,25-34,news,0
359,288,25-34,tech,0
78,110,18-24,movies,0
15,19,25-34,movies,0
211,89,18-24,tech,0
491,143,35-44,news,0
103,136,18-24,news,0
96,120,35-44,movies,0
332,22,35-44,movies,0
359,250,18-24,tech,0
45,188,25-34,movies,0
191,190,35-44,sports,0
327,177,25-34,sports,0
190,239,25-34,news,0
344,253,35-44,movies,0
221,44,35-44,news,0
170,183,35-44,movies,0
276,84,18-24,news,0
440,74,35-44,news,0
425,81,35-44,sports,0
405,105,35-44,movies,0
214,57,35-44,tech,0
294,2,25-34,sports,0
350,171,25-34,tech,0
428,191,35-44,movies,0
419,201,18-24,news,0
352,54,18-24,movies,0
355,96,35-44,tech,0
496,258,18-24,movies,0
36,156,18-24,movies,0
107,277,35-44,tech,0
97,12,18-24,tech,0
106,95,35-44,tech,0
231,60,25-34,news,0
5,153,25-34,movies,0
